so_name,fecha,cliente,empresa,so_total,linea_descripcion,producto,cantidad,subtotal_linea
SO11771,2026-07-24,"Conmet de México, S.A. de C.V.",SERVICIOS FTS,53190685.1,"""Terminaciones separables 3M Elastimold 36 kV.   • Cuerpo de caucho EPDM moldeado.   • 2 terminaciones por fase × 3 fases × 3 circuitos = 18 terminaciones → 2 juegos de 9 uds.   • Incluye: cuerpo de codo, inserto conductor, capuchón, lubricante dieléctrico y herraje de soporte.""","""Terminaciones separables 3M Elastimold 36 kV.   • Cuerpo de caucho EPDM moldeado.   • 2 terminaciones por fase × 3 fases × 3 circuitos = 18 terminaciones → 2 juegos de 9 uds.   • Incluye: cuerpo de codo, inserto conductor, capuchón, lubricante dieléctrico y herraje de soporte.""",9.0,151196.76
SO11771,2026-07-24,"Conmet de México, S.A. de C.V.",SERVICIOS FTS,53190685.1,"""Conduit rígido PVC-C (cédula 40), Ø4"""" (100 mm) — canalización para cables MT   • Tubería PVC-C Schedule 40 Ø4"""" conforme ASTM D2466 / NMX-E-180 para cables de media tensión   • Incluye: uniones, codos de 90° radio largo, tapones ciegos, pegamento PVC-C   • Soportes en pared cada 1.5 m con abrazadera de dos piezas (15 m de trayectoria total)""","""Conduit rígido PVC-C (cédula 40), Ø4"""" (100 mm) — canalización para cables MT   • Tubería PVC-C Schedule 40 Ø4"""" conforme ASTM D2466 / NMX-E-180 para cables de media tensión   • Incluye: uniones, codos de 90° radio largo, tapones ciegos, pegamento PVC-C   • Soportes en pared cada 1.5 m con abrazadera de dos piezas (15 m de trayectoria total)""",15.0,8303.7
SO11771,2026-07-24,"Conmet de México, S.A. de C.V.",SERVICIOS FTS,53190685.1,"""Soporte tipo Unistrut galvanizado para conduit MT — tira 3 m con herrajes   • Perfil Unistrut P1000 (41×41 mm) galvanizado en caliente, tiras de 3 m para soportería de conduit MT   • Incluye: abrazaderas de 2 piezas para conduit Ø4"""", tornillos de cabeza cuadrada M8, tuercas y arandelas   • 4 tiras distribuidas a lo largo de los 5 m de trayectoria + zonas de curva y entrada a celdas""","""Soporte tipo Unistrut galvanizado para conduit MT — tira 3 m con herrajes   • Perfil Unistrut P1000 (41×41 mm) galvanizado en caliente, tiras de 3 m para soportería de conduit MT   • Incluye: abrazaderas de 2 piezas para conduit Ø4"""", tornillos de cabeza cuadrada M8, tuercas y arandelas   • 4 tiras distribuidas a lo largo de los 5 m de trayectoria + zonas de curva y entrada a celdas""",4.0,3004.64
SO11771,2026-07-24,"Conmet de México, S.A. de C.V.",SERVICIOS FTS,53190685.1,"""Cinta autofundente dieléctrica + cinta vulcanizante — aseguramiento de terminaciones MT   • Cinta auto-fundente tipo 3M Scotch 2242 o equivalente: 2 capas sobre el cuerpo de la terminación   • Cinta vulcanizante tipo Scotch 23 o equivalente: capa de acabado y protección UV   • Aplicación en cada terminación para refuerzo mecánico, sellado contra humedad y protección de pantalla   • Lote suficiente para 18 terminaciones (9 juegos × 2 extremos)""","""Cinta autofundente dieléctrica + cinta vulcanizante — aseguramiento de terminaciones MT   • Cinta auto-fundente tipo 3M Scotch 2242 o equivalente: 2 capas sobre el cuerpo de la terminación   • Cinta vulcanizante tipo Scotch 23 o equivalente: capa de acabado y protección UV   • Aplicación en cada terminación para refuerzo mecánico, sellado contra humedad y protección de pantalla   • Lote suficiente para 18 terminaciones (9 juegos × 2 extremos)""",1.0,1819.16
SO11771,2026-07-24,"Conmet de México, S.A. de C.V.",SERVICIOS FTS,53190685.1,"""Pruebas eléctricas — Tendido de cables MT, terminaciones y alto potencial (ver detalle Bloque 2)   • Prueba de aislamiento Megger 5 kV en cada conductor antes y después de instalación   • Prueba de alto potencial DC (Hi-Pot) 52 kV DC por 15 min en cables MT instalados — IEEE 400.2   • Inspección visual de terminaciones: torque de tornillos, distancias de seguridad, continuidad de pantalla   • Medición de resistencia de pantalla de cable (≤ 1 Ω por tramo)   • Comprobación de secuencia de fases en AT del transformador — Reporte técnico entregable""","""Pruebas eléctricas — Tendido de cables MT, terminaciones y alto potencial (ver detalle Bloque 2)   • Prueba de aislamiento Megger 5 kV en cada conductor antes y después de instalación   • Prueba de alto potencial DC (Hi-Pot) 52 kV DC por 15 min en cables MT instalados — IEEE 400.2   • Inspección visual de terminaciones: torque de tornillos, distancias de seguridad, continuidad de pantalla   • Medición de resistencia de pantalla de cable (≤ 1 Ω por tramo)   • Comprobación de secuencia de fases en AT del transformador — Reporte técnico entregable""",1.0,86365.6
SO11771,2026-07-24,"Conmet de México, S.A. de C.V.",SERVICIOS FTS,53190685.1,"""Transformador seco GEAFOL® Siemens Energy — 3,000 kVA  (3 unidades)   • Trifásico encapsulado en resina epóxica con polvo de cuarzo — autoextinguible, sin aceite   • Potencia nominal: 3,000 kVA — Refrigeración natural por aire (AN) — Factor K: 4   • Tensión primaria AT: 34.5 kV — Tensión secundaria BT: 460 V — Grupo: Δ–Yn (Dyn11)   • Nivel de aislamiento BIL: 145/- kV — Impedancia Z%: 6.5 ± 10% — Frecuencia: 60 Hz   • Regulación primaria: ±2×2.5% (5 taps fijos en AT) — sin carga   • Material devanados HV/LV: Aluminio encapsulado en resina epóxica   • Clase de aislamiento: H (180°C) — Clases IEC: E3 (ambiental) / F1 (fuego) / C2 (clima)   • Norma de diseño: IEC 60076-11:2018 — Altitud: 1,000 msnm — T°amb. máx.: 50°C   • Precio unitario USD 343,434 × 3 = USD 1,030,302 total (sin flete ni importación)""","""Transformador seco GEAFOL® Siemens Energy — 3,000 kVA  (3 unidades)   • Trifásico encapsulado en resina epóxica con polvo de cuarzo — autoextinguible, sin aceite   • Potencia nominal: 3,000 kVA — Refrigeración natural por aire (AN) — Factor K: 4   • Tensión primaria AT: 34.5 kV — Tensión secundaria BT: 460 V — Grupo: Δ–Yn (Dyn11)   • Nivel de aislamiento BIL: 145/- kV — Impedancia Z%: 6.5 ± 10% — Frecuencia: 60 Hz   • Regulación primaria: ±2×2.5% (5 taps fijos en AT) — sin carga   • Material devanados HV/LV: Aluminio encapsulado en resina epóxica   • Clase de aislamiento: H (180°C) — Clases IEC: E3 (ambiental) / F1 (fuego) / C2 (clima)   • Norma de diseño: IEC 60076-11:2018 — Altitud: 1,000 msnm — T°amb. máx.: 50°C   • Precio unitario USD 343,434 × 3 = USD 1,030,302 total (sin flete ni importación)""",3.0,13533375.6
SO11771,2026-07-24,"Conmet de México, S.A. de C.V.",SERVICIOS FTS,53190685.1,"""Gabinete de protección IP56 para transformador seco — protección exterior/interior mejorada   • Envolvente metálica (acero estructural cal. 12) con tratamiento anticorrosión (fosfatado + pintura epoxi)   • Grado de protección IP56 (resistente a polvo + chorro de agua) para protección en ambientes industriales   • Incluye: rejillas de ventilación con filtro metálico, puerta de acceso con cerradura, base perforada   • Dimensiones típicas 3,000 kVA GEAFOL: ~3,000×1,800×2,400 mm (largo×ancho×alto)   • Acabado interior color blanco RAL 9003 / exterior RAL 7035 gris claro   • NOTA: Verificar si Siemens incluye gabinete con el trafo o se suministra por separado""","""Gabinete de protección IP56 para transformador seco — protección exterior/interior mejorada   • Envolvente metálica (acero estructural cal. 12) con tratamiento anticorrosión (fosfatado + pintura epoxi)   • Grado de protección IP56 (resistente a polvo + chorro de agua) para protección en ambientes industriales   • Incluye: rejillas de ventilación con filtro metálico, puerta de acceso con cerradura, base perforada   • Dimensiones típicas 3,000 kVA GEAFOL: ~3,000×1,800×2,400 mm (largo×ancho×alto)   • Acabado interior color blanco RAL 9003 / exterior RAL 7035 gris claro   • NOTA: Verificar si Siemens incluye gabinete con el trafo o se suministra por separado""",3.0,225241.2
SO11771,2026-07-24,"Conmet de México, S.A. de C.V.",SERVICIOS FTS,53190685.1,"""Sensores de temperatura PT100 — 3 sensores por transformador (9 total)   • Sonda de temperatura RTD tipo PT100 (100 Ω a 0°C) clase B según IEC 60751   • 3 sensores por unidad: 1 en devanado AT fase L1, 1 en devanado BT fase L2, 1 en núcleo magnético   • Encapsulados en resina dentro del devanado — resistentes a campos electromagnéticos   • Cable de conexión FEP apantallado incluido en partida 20 — conector M12 o bornera DIN""","""Sensores de temperatura PT100 — 3 sensores por transformador (9 total)   • Sonda de temperatura RTD tipo PT100 (100 Ω a 0°C) clase B según IEC 60751   • 3 sensores por unidad: 1 en devanado AT fase L1, 1 en devanado BT fase L2, 1 en núcleo magnético   • Encapsulados en resina dentro del devanado — resistentes a campos electromagnéticos   • Cable de conexión FEP apantallado incluido en partida 20 — conector M12 o bornera DIN""",3.0,18967.68
SO11771,2026-07-24,"Conmet de México, S.A. de C.V.",SERVICIOS FTS,53190685.1,"""Monitor de temperatura Tecsystem T1048 — alarma, disparo y comunicación Modbus   • Monitor microcontrolado para control térmico de transformadores secos — DIN 96×96 mm   • 3 entradas PT100 (Clase B, -50 a +200°C) con visualización en pantalla LCD/LED   • Salidas programables: 2 relés de alarma (Tamb. > umbral 1) + 1 relé de disparo (Tamb. > umbral 2)   • Puerto de comunicación RS-485 Modbus RTU (configurable dirección, velocidad 9600–115200 bps)   • Umbrales típicos para Clase H: Alarma 155°C / Disparo 180°C — Ajustables por teclas frontales   • Montado en puerta del gabinete IP56 del transformador""","""Monitor de temperatura Tecsystem T1048 — alarma, disparo y comunicación Modbus   • Monitor microcontrolado para control térmico de transformadores secos — DIN 96×96 mm   • 3 entradas PT100 (Clase B, -50 a +200°C) con visualización en pantalla LCD/LED   • Salidas programables: 2 relés de alarma (Tamb. > umbral 1) + 1 relé de disparo (Tamb. > umbral 2)   • Puerto de comunicación RS-485 Modbus RTU (configurable dirección, velocidad 9600–115200 bps)   • Umbrales típicos para Clase H: Alarma 155°C / Disparo 180°C — Ajustables por teclas frontales   • Montado en puerta del gabinete IP56 del transformador""",3.0,40306.32
SO11771,2026-07-24,"Conmet de México, S.A. de C.V.",SERVICIOS FTS,53190685.1,"""Cable FEP apantallado 3×1 mm² para sensores PT100 — trafo a monitor T1048   • Cable multi-conductor apantallado tipo FEP (fluoropolímero) resistente a altas temperaturas (200°C)   • 3 conductores × 1 mm² Cu con pantalla individual y global — baja capacitancia para señales RTD   • Longitud estimada: 5 m/sensor × 9 sensores = 45 m + 10% margen → 50 m totales   • Resistencia < 18 Ω/km — Pantalla Cu estañado drenado a tierra en un extremo (T1048)""","""Cable FEP apantallado 3×1 mm² para sensores PT100 — trafo a monitor T1048   • Cable multi-conductor apantallado tipo FEP (fluoropolímero) resistente a altas temperaturas (200°C)   • 3 conductores × 1 mm² Cu con pantalla individual y global — baja capacitancia para señales RTD   • Longitud estimada: 5 m/sensor × 9 sensores = 45 m + 10% margen → 50 m totales   • Resistencia < 18 Ω/km — Pantalla Cu estañado drenado a tierra en un extremo (T1048)""",45.0,5847.3
SO11771,2026-07-24,"Conmet de México, S.A. de C.V.",SERVICIOS FTS,53190685.1,"""Base/plataforma metálica galvanizada nivelable para transformador — perfiles estructurales   • Plataforma de acero estructural A36 con perfiles IPN/UPN galvanizados en caliente   • Diseñada para peso de GEAFOL 3,000 kVA (~3,200 kg vacío / ~3,800 kg con gabinete)   • Patas niveladoras con tornillo de ajuste M20 (±50 mm) y placa de asiento 200×200×12 mm   • Rodillos industriales desmontables para posicionamiento + bloqueo con calzas una vez alineado   • Protección anticorrosión: galvanizado en caliente ASTM A123 — Pintura epoxi acabado final""","""Base/plataforma metálica galvanizada nivelable para transformador — perfiles estructurales   • Plataforma de acero estructural A36 con perfiles IPN/UPN galvanizados en caliente   • Diseñada para peso de GEAFOL 3,000 kVA (~3,200 kg vacío / ~3,800 kg con gabinete)   • Patas niveladoras con tornillo de ajuste M20 (±50 mm) y placa de asiento 200×200×12 mm   • Rodillos industriales desmontables para posicionamiento + bloqueo con calzas una vez alineado   • Protección anticorrosión: galvanizado en caliente ASTM A123 — Pintura epoxi acabado final""",3.0,71128.8
SO11771,2026-07-24,"Conmet de México, S.A. de C.V.",SERVICIOS FTS,53190685.1,"""Pernos de anclaje, tuercas y placas de asiento para trafo — juego por unidad   • 4 pernos de anclaje con camisa expansiva Ø16 mm × 150 mm (Hilti HAS-U o equiv.) por trafo   • Placa de asiento 120×120×8 mm acero A36 con agujero ovalado para ajuste de posición   • Tuercas M16 autobloqueantes (DIN 985) + arandelas planas Ø16 — Kit por transformador""","""Pernos de anclaje, tuercas y placas de asiento para trafo — juego por unidad   • 4 pernos de anclaje con camisa expansiva Ø16 mm × 150 mm (Hilti HAS-U o equiv.) por trafo   • Placa de asiento 120×120×8 mm acero A36 con agujero ovalado para ajuste de posición   • Tuercas M16 autobloqueantes (DIN 985) + arandelas planas Ø16 — Kit por transformador""",3.0,5633.7
SO11771,2026-07-24,"Conmet de México, S.A. de C.V.",SERVICIOS FTS,53190685.1,"""Sistema de puesta a tierra de servicio por transformador — cable + varilla + accesorios   • Cable desnudo de cobre recocido 4/0 AWG (107 mm²) desde barra de tierra BT del trafo a malla   • Varilla Cooperweld 5/8"""" × 2.4 m con acople y grapa de compresión (1 varilla adicional por trafo)   • Grapa bimetálica de compresión para unión cable Cu a estructura del gabinete (barra de tierra)   • Objetivo de resistencia de tierra ≤ 5 Ω medido con telurómetro (FALL-OF-POTENTIAL)""","""Sistema de puesta a tierra de servicio por transformador — cable + varilla + accesorios   • Cable desnudo de cobre recocido 4/0 AWG (107 mm²) desde barra de tierra BT del trafo a malla   • Varilla Cooperweld 5/8"""" × 2.4 m con acople y grapa de compresión (1 varilla adicional por trafo)   • Grapa bimetálica de compresión para unión cable Cu a estructura del gabinete (barra de tierra)   • Objetivo de resistencia de tierra ≤ 5 Ω medido con telurómetro (FALL-OF-POTENTIAL)""",3.0,22524.12
SO11771,2026-07-24,"Conmet de México, S.A. de C.V.",SERVICIOS FTS,53190685.1,"""Pruebas eléctricas de aceptación del transformador y puesta en servicio (ver detalle Bloque 3)   • Pruebas de fábrica FAT (Factory Acceptance Test) incluidas por Siemens — certificado IEC 60076   • Pruebas en sitio SAT: TTR (relación de transformación), resistencia de devanados, verificación Dyn11   • Calibración y verificación del monitor T1048: simulación de alarma y disparo en cada unidad   • Primera energización supervisada con protecciones ajustadas y comprobación de tensiones secundarias   • Reporte técnico de puesta en servicio firmado por ingeniero responsable — Garantía activada""","""Pruebas eléctricas de aceptación del transformador y puesta en servicio (ver detalle Bloque 3)   • Pruebas de fábrica FAT (Factory Acceptance Test) incluidas por Siemens — certificado IEC 60076   • Pruebas en sitio SAT: TTR (relación de transformación), resistencia de devanados, verificación Dyn11   • Calibración y verificación del monitor T1048: simulación de alarma y disparo en cada unidad   • Primera energización supervisada con protecciones ajustadas y comprobación de tensiones secundarias   • Reporte técnico de puesta en servicio firmado por ingeniero responsable — Garantía activada""",1.0,117586.8
SO11771,2026-07-24,"Conmet de México, S.A. de C.V.",SERVICIOS FTS,53190685.1,"""Cable THW-LS/THHW 600 V, 500 MCM Cu — alimentadores BT trafo a tablero SBM   • Conductor de cobre clase B (cableado), 500 kcmil (253 mm²), aislamiento THHW-LS (90°C húmedo/seco)   • Capacidad de conducción: 430 A (1 conductor en conduit a 75°C, NOM-001-SEDE)   • Para corriente nominal 4,000 A se requieren 2 conductores Cu 500 MCM en paralelo por fase   • Configuración: 4 conductores/fase × 3 fases + neutro 4/0 AWG + tierra 2/0 AWG = 14 cables/circuito   • 3 circuitos × 12 m promedio (10 m recorrido + curvas) = 3 × (14 × 12) = 504 m totales   • Cable con aislamiento LSZH (Low Smoke Zero Halogen) — Norma NMX-J-010-ANCE""","""Cable THW-LS/THHW 600 V, 500 MCM Cu — alimentadores BT trafo a tablero SBM   • Conductor de cobre clase B (cableado), 500 kcmil (253 mm²), aislamiento THHW-LS (90°C húmedo/seco)   • Capacidad de conducción: 430 A (1 conductor en conduit a 75°C, NOM-001-SEDE)   • Para corriente nominal 4,000 A se requieren 2 conductores Cu 500 MCM en paralelo por fase   • Configuración: 4 conductores/fase × 3 fases + neutro 4/0 AWG + tierra 2/0 AWG = 14 cables/circuito   • 3 circuitos × 12 m promedio (10 m recorrido + curvas) = 3 × (14 × 12) = 504 m totales   • Cable con aislamiento LSZH (Low Smoke Zero Halogen) — Norma NMX-J-010-ANCE""",1.0,153631.8
SO11771,2026-07-24,"Conmet de México, S.A. de C.V.",SERVICIOS FTS,53190685.1,"""Zapatas bimetálicas de compresión hidráulica 500 MCM — terminaciones BT   • Zapata bimetálica Cu-Al, compresión hidráulica, para cable 500 MCM (253 mm²)   • Orificio de perno: Ø12.7 mm (1/2"""") para conexión a barras colectoras del tablero SBM   • Material: cuerpo de aluminio + superficie de contacto de cobre estañado (bimetálica)   • 36 zapatas total: 14 conductores/circ × 3 circ × 2 extremos / 2 (solo extremos de tablero) → corrección: 14×2×3=84 terminales; revisar cantidad con el calculista""","""Zapatas bimetálicas de compresión hidráulica 500 MCM — terminaciones BT   • Zapata bimetálica Cu-Al, compresión hidráulica, para cable 500 MCM (253 mm²)   • Orificio de perno: Ø12.7 mm (1/2"""") para conexión a barras colectoras del tablero SBM   • Material: cuerpo de aluminio + superficie de contacto de cobre estañado (bimetálica)   • 36 zapatas total: 14 conductores/circ × 3 circ × 2 extremos / 2 (solo extremos de tablero) → corrección: 14×2×3=84 terminales; revisar cantidad con el calculista""",84.0,40669.44
